time,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
226.93,20.41125173100686,0.8077764318430526,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.1457282842859052e-06,2.839605367620062e-09,0.0,0.0,0.0,5.601496993213696e-17
226.96,20.411251732555687,0.8077764179172066,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.6969202078203306e-06,4.205695017220992e-09,0.0,0.0,0.0,4.407181371925301e-18
226.99,20.411251730964434,0.8077764322245046,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.103058441163114e-06,2.733851219201809e-09,0.0,0.0,0.0,8.89461910818689e-17
227.03,20.411251730937035,0.8077764324708806,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.075498430632097e-06,2.665545713018248e-09,0.0,0.0,0.0,2.48623204455461e-17
227.06,20.41125173239093,0.807776419398649,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.5929038720741409e-06,3.947897995658287e-09,0.0,0.0,0.0,-5.309269686557422e-17
227.09,20.41125173089721,0.8077764328289508,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.0354441263605013e-06,2.5662739998862177e-09,0.0,0.0,0.0,9.625787128897484e-17
227.13,20.411251730871484,0.8077764330602246,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.0095734653359443e-06,2.5021554029301332e-09,0.0,0.0,0.0,6.662326368436536e-18
227.16,20.41125173223626,0.8077764207892832,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.4952634390158323e-06,3.7059031654736963e-09,0.0,0.0,0.0,-2.6840664270422167e-17
227.19,20.411251730834106,0.807776433396346,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-9.719743748918962e-07,2.4089687773043405e-09,0.0,0.0,0.0,2.2009019377088528e-17
227.23,20.41125173080996,0.8077764336134433,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-9.476895110924447e-07,2.3487804920755162e-09,0.0,0.0,0.0,5.0668189026273756e-17
227.26,20.411251732091074,0.8077764220946754,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.4036080841114036e-06,3.4787419579652742e-09,0.0,0.0,0.0,-3.677646568655881e-17
227.29,20.411251730774865,0.8077764339289615,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-9.12395136926532e-07,2.2613059038130808e-09,0.0,0.0,0.0,-7.424554636907627e-17
227.33,20.411251730752202,0.8077764341327515,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-8.89598865542407e-07,2.204806984035417e-09,0.0,0.0,0.0,4.255496088341811e-18
227.36,20.411251731954785,0.807776423320051,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.31757093926399e-06,3.2655050691130316e-09,0.0,0.0,0.0,-1.859118665562353e-17
227.39,20.41125173071926,0.8077764344289292,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-8.564679351610455e-07,2.122694333251393e-09,0.0,0.0,0.0,8.343276630169994e-18
227.43,20.411251730697984,0.8077764346202274,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-8.350690097498312e-07,2.069658629806293e-09,0.0,0.0,0.0,7.802812882343706e-17
227.46,20.411251731826855,0.8077764244703144,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.2368076243298123e-06,3.065338976378034e-09,0.0,0.0,0.0,-4.179070829057831e-17
227.49,20.411251730667065,0.8077764348982504,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-8.039689102587843e-07,1.992579265267977e-09,0.0,0.0,0.0,-9.149725762775492e-18
227.53,20.41125173064709,0.8077764350778226,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-7.838816775257102e-07,1.9427945010682048e-09,0.0,0.0,0.0,1.3314830007644751e-17
227.56,20.411251731706763,0.80777642555007,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.1609948686764013e-06,2.877442512834648e-09,0.0,0.0,0.0,2.9300229265303965e-17
227.59,20.411251730618066,0.8077764353388036,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-7.546879248257122e-07,1.870439887499637e-09,0.0,0.0,0.0,6.231846445287042e-17
227.63,20.411251730599318,0.8077764355073686,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-7.358319817761469e-07,1.8237067900402199e-09,0.0,0.0,0.0,-5.207250245149602e-17
227.66,20.41125173159404,0.8077764265636399,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.0898292172390424e-06,2.7010635647950236e-09,0.0,0.0,0.0,7.271743671299714e-17
227.69,20.411251730572072,0.8077764357523521,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-7.084277222803171e-07,1.7557873195749649e-09,0.0,0.0,0.0,-4.713451651976581e-17
227.73,20.411251730554476,0.8077764359105846,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-6.907275943901287e-07,1.7119188489169425e-09,0.0,0.0,0.0,-8.728338206101432e-17
227.76,20.411251731488218,0.8077764275150808,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.0230258158746754e-06,2.5354961259789784e-09,0.0,0.0,0.0,-4.611955932821869e-17
227.79,20.411251730528893,0.8077764361405512,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-6.650031373157968e-07,1.6481625613526505e-09,0.0,0.0,0.0,-1.7084252282324042e-17
227.83,20.411251730512372,0.8077764362890844,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-6.483879764414227e-07,1.6069830566474493e-09,0.0,0.0,0.0,-3.585685892868992e-17
227.86,20.411251731388887,0.807776428408201,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-9.60317271180317e-07,2.380077470422667e-09,0.0,0.0,0.0,1.28151386303175e-16
227.89,20.41125173048837,0.807776436504955,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-6.242403547014736e-07,1.5471349720620066e-09,0.0,0.0,0.0,-2.238092312662869e-17
227.93,20.41125173047286,0.8077764366443834,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-6.086436554766256e-07,1.5084796443076783e-09,0.0,0.0,0.0,-2.5467711270154053e-17
227.96,20.41125173129564,0.8077764292465754,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-9.014525801989775e-07,2.234185545871332e-09,0.0,0.0,0.0,7.621589815399431e-17
227.99,20.41125173045032,0.8077764368470216,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.859762136103005e-07,1.4523000308201545e-09,0.0,0.0,0.0,6.179834881540233e-17
228.03,20.41125173043576,0.8077764369779035,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.71335547259918e-07,1.4160141605768723e-09,0.0,0.0,0.0,-1.2340180128963277e-17
228.06,20.411251731208115,0.80777643003356,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-8.461961257345176e-07,2.097236386486344e-09,0.0,0.0,0.0,4.109243791819264e-17
228.09,20.411251730414612,0.8077764371681206,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.500575544852703e-07,1.3632782207303697e-09,0.0,0.0,0.0,6.796494757656323e-18
228.13,20.411251730400945,0.8077764372909799,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.363143189386834e-07,1.3292165871831251e-09,0.0,0.0,0.0,-2.3305893248701312e-17
228.16,20.411251731125947,0.8077764307723048,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-7.943267332526017e-07,1.9686818442754813e-09,0.0,0.0,0.0,2.5243614131877442e-17
228.19,20.411251730381082,0.8077764374695373,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.16340606027937e-07,1.279713135527318e-09,0.0,0.0,0.0,1.0198370208212285e-16
228.23,20.41125173036826,0.8077764375848657,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-5.03439791352505e-07,1.2477393994557554e-09,0.0,0.0,0.0,7.542638246861188e-17
228.26,20.41125173104882,0.8077764314657665,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-7.456367855838934e-07,1.8480072823960223e-09,0.0,0.0,0.0,-9.462091260912878e-17
228.29,20.41125173034962,0.807776437752478,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.846904096788883e-07,1.2012704177513361e-09,0.0,0.0,0.0,3.2843100157581447e-17
228.33,20.411251730337575,0.807776437860737,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.7258037789758547e-07,1.1712565791123302e-09,0.0,0.0,0.0,-1.8015418341397627e-17
228.36,20.411251730976424,0.8077764321167211,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-6.999313918862853e-07,1.7347297411286256e-09,0.0,0.0,0.0,6.853648967111895e-17
228.39,20.411251730320075,0.8077764380180751,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.5498027948168855e-07,1.1276359846417545e-09,0.0,0.0,0.0,1.42420979895331e-17
228.43,20.411251730308777,0.8077764381196982,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.436125578710611e-07,1.0994619195199535e-09,0.0,0.0,0.0,2.5323626262569517e-17
228.47,20.411251730297753,0.8077764382187822,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-4.325288597712553e-07,1.071991758684282e-09,0.0,0.0,0.0,-3.735870550593205e-12
228.49,20.41125173029235,0.807776438267392,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.270912949468802e-07,1.0585151533025054e-09,0.0,0.0,0.0,7.373820602630986e-17
228.53,20.411251730281737,0.8077764383627859,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.164203820300502e-07,1.0320680583514278e-09,0.0,0.0,0.0,5.022523114031826e-18
228.56,20.411251730844672,0.8077764333013712,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-6.167537020309993e-07,1.5285798188404069e-09,0.0,0.0,0.0,1.2517255461836259e-18
228.59,20.411251730266322,0.8077764385014264,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-4.0091182507613456e-07,9.93631239727352e-10,0.0,0.0,0.0,-1.8705882703607263e-17
228.63,20.41125173025636,0.8077764385909729,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.908950084797885e-07,9.68805255653067e-10,0.0,0.0,0.0,-9.142224010671124e-17
228.66,20.411251730784787,0.8077764338398082,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-5.789484712478876e-07,1.4348822724351427e-09,0.0,0.0,0.0,3.156490558042859e-17
228.69,20.411251730241887,0.8077764387211152,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.7633708153458763e-07,9.327244821960003e-10,0.0,0.0,0.0,9.412881816790965e-18
228.73,20.411251730232536,0.8077764388051727,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.6693426703058894e-07,9.094202603512896e-10,0.0,0.0,0.0,1.288652978404435e-18
228.76,20.411251730728566,0.8077764343452407,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-5.434605925518821e-07,1.3469280925599435e-09,0.0,0.0,0.0,-3.20706413115702e-17
228.79,20.411251730218947,0.8077764389273376,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.532686992057928e-07,8.755511048437908e-10,0.0,0.0,0.0,1.1655122194099718e-16
228.83,20.411251730210175,0.8077764390062426,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.444422502236812e-07,8.536754074669219e-10,0.0,0.0,0.0,9.542281158516646e-18
228.86,20.411251730675804,0.8077764348196919,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-5.101480189084641e-07,1.2643652791704333e-09,0.0,0.0,0.0,-8.675093171296656e-17
228.89,20.41125173019742,0.8077764391209193,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.3161434245952005e-07,8.218823844594867e-10,0.0,0.0,0.0,8.21962969312768e-17
228.93,20.411251730189182,0.8077764391949878,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.2332892945886046e-07,8.013475729493368e-10,0.0,0.0,0.0,3.785490797457735e-17
228.96,20.411251730626265,0.8077764352650604,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-4.788774103702137e-07,1.1868633218434498e-09,0.0,0.0,0.0,-1.7494055399012337e-18
228.99,20.411251730177213,0.807776439302635,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.1128733560504124e-07,7.715033481736271e-10,0.0,0.0,0.0,6.297087271749571e-17
229.03,20.411251730169475,0.8077764393721633,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-3.03509794626951e-07,7.522272760730025e-10,0.0,0.0,0.0,2.0761846059155816e-17
229.06,20.411251730579767,0.8077764356831294,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-4.4952360034055473e-07,1.1141119843938555e-09,0.0,0.0,0.0,4.562940389195692e-17
229.09,20.411251730158234,0.8077764394732121,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.922063159017795e-07,7.242123882093758e-10,0.0,0.0,0.0,4.3441534981188765e-17
229.13,20.41125173015098,0.8077764395384783,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.8490551584847424e-07,7.061179035272443e-10,0.0,0.0,0.0,-6.128912803421022e-17
229.16,20.411251730536122,0.8077764360755714,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-4.2196909456717406e-07,1.0458201322061721e-09,0.0,0.0,0.0,1.9763178907431397e-17
229.19,20.411251730140428,0.8077764396333331,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.7429490790561143e-07,6.798202706011262e-10,0.0,0.0,0.0,-6.518660572557806e-17
229.23,20.411251730133614,0.8077764396945989,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.6744162593374586e-07,6.628349020200259e-10,0.0,0.0,0.0,-2.514529085408121e-17
229.27,20.41125173012697,0.8077764397543339,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-2.6075957380667336e-07,6.462738973594158e-10,0.0,0.0,0.0,-3.735837524089761e-12
229.29,20.411251730123713,0.8077764397836393,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.5748141779098367e-07,6.381492225537204e-10,0.0,0.0,0.0,-2.753387224280741e-17
229.33,20.41125173011731,0.8077764398411496,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.510482223247692e-07,6.222049932068187e-10,0.0,0.0,0.0,-6.500520265470061e-18
229.37,20.41125173011108,0.807776439897223,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-2.447757608027747e-07,6.066591451430892e-10,0.0,0.0,0.0,-3.73589003105129e-12
229.39,20.41125173010802,0.8077764399247321,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.4169854633488164e-07,5.990325091509496e-10,0.0,0.0,0.0,-1.3862741399662032e-16
229.43,20.411251730102013,0.8077764399787173,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.3565968727717018e-07,5.840656209864291e-10,0.0,0.0,0.0,-1.0965073632201457e-17
229.46,20.411251730420584,0.8077764371143729,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-3.4903186954650433e-07,8.650504573907203e-10,0.0,0.0,0.0,-7.882552417226509e-17
229.49,20.41125173009329,0.8077764400571764,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.2688311957709516e-07,5.623135394598498e-10,0.0,0.0,0.0,-9.063032960126637e-18
229.53,20.411251730087653,0.8077764401078523,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.2121442523493556e-07,5.482640988947874e-10,0.0,0.0,0.0,8.171937765861e-17
229.56,20.4112517303867,0.8077764374190841,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-3.276372182966681e-07,8.120253559863194e-10,0.0,0.0,0.0,9.77551711940705e-18
229.59,20.41125173007946,0.8077764401815022,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.1297583593461742e-07,5.278453391627913e-10,0.0,0.0,0.0,5.1554982223210375e-17
229.63,20.41125173007417,0.8077764402290718,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-2.076546162804289e-07,5.146570592933659e-10,0.0,0.0,0.0,3.7580956048757194e-17
229.67,20.411251730069015,0.8077764402754531,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-2.0246634775646723e-07,5.017983360999438e-10,0.0,0.0,0.0,-3.735865574565463e-12
229.69,20.411251730066482,0.8077764402982072,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.9992102884111743e-07,4.95489954959938e-10,0.0,0.0,0.0,-1.9339166117696593e-17
229.73,20.41125173006151,0.8077764403428609,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.9492598467329291e-07,4.831100613058365e-10,0.0,0.0,0.0,1.7240313151358148e-17
229.77,20.411251730056673,0.8077764403863991,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-1.9005574211379613e-07,4.710395050001087e-10,0.0,0.0,0.0,-3.7358483544093476e-12
229.79,20.4112517300543,0.8077764404077584,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.876664439377675e-07,4.651178236370842e-10,0.0,0.0,0.0,2.5586649549342487e-18
229.83,20.411251730049635,0.807776440449675,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.8297758163118304e-07,4.5349680793699696e-10,0.0,0.0,0.0,3.2993653097208636e-17
229.87,20.411251730045088,0.8077764404905443,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-1.78405870951979e-07,4.421661645480296e-10,0.0,0.0,0.0,-3.735832821431156e-12
229.89,20.41125173004286,0.8077764405105945,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.761630298964734e-07,4.3660743282698966e-10,0.0,0.0,0.0,9.34577223433927e-17
229.93,20.411251730038483,0.8077764405499417,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.7176158138354858e-07,4.2569875232683084e-10,0.0,0.0,0.0,4.681866219259791e-18
229.96,20.41125173027067,0.807776438462252,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-2.5439338619438987e-07,6.304957297270247e-10,0.0,0.0,0.0,-1.0816850510101886e-17
229.99,20.411251730032124,0.8077764406071269,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.6536474210275665e-07,4.098446407686324e-10,0.0,0.0,0.0,1.1366151279465101e-17
230.03,20.411251730028013,0.8077764406440625,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.6123308974435768e-07,3.996046411476423e-10,0.0,0.0,0.0,-2.443001571837121e-17
230.06,20.411251730245972,0.8077764386843421,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-2.38799802206981e-07,5.918481669686305e-10,0.0,0.0,0.0,-1.2225777360464993e-17
230.09,20.411251730022045,0.8077764406977426,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.5522835834166042e-07,3.847223490919013e-10,0.0,0.0,0.0,2.224602269238024e-17
230.13,20.41125173001819,0.8077764407324138,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.513499644092291e-07,3.75110018990063e-10,0.0,0.0,0.0,8.817240039978903e-17
230.17,20.41125173001443,0.807776440766219,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-1.475684724819396e-07,3.657378801853352e-10,0.0,0.0,0.0,-3.73585186864917e-12
230.19,20.411251730012587,0.8077764407828033,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.4571330579497803e-07,3.6113998655474323e-10,0.0,0.0,0.0,1.4438949160107213e-17
230.23,20.411251730008967,0.8077764408153495,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.420726462718091e-07,3.521168868860179e-10,0.0,0.0,0.0,-5.83912332404062e-17
230.27,20.41125173000544,0.8077764408470824,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-1.3852294894188065e-07,3.433192173526754e-10,0.0,0.0,0.0,-3.735825277196871e-12
230.29,20.411251730003706,0.8077764408626504,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.367814986466539e-07,3.3900316163979456e-10,0.0,0.0,0.0,-8.013540504412545e-17
230.33,20.411251730000306,0.8077764408932016,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.3336400110004468e-07,3.3053312360490195e-10,0.0,0.0,0.0,5.468773246659312e-17
230.37,20.411251729996994,0.8077764409229893,0.0,0.0,0.0,0.7459134856783644,0.6660428453809504,-1.3003189002407427e-07,3.2227472011250995e-10,0.0,0.0,0.0,-3.735746534116939e-12
230.39,20.41125172999537,0.8077764409376029,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.283971856297779e-07,3.1822323125035187e-10,0.0,0.0,0.0,5.5061574735035367e-17
230.43,20.411251729992177,0.8077764409662814,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.2518917086964188e-07,3.1027238242316487e-10,0.0,0.0,0.0,-7.870296188320436e-17
230.46,20.41125173016141,0.8077764394446598,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.85415718768388e-07,4.5953955931973576e-10,0.0,0.0,0.0,-4.83166784045543e-17
230.49,20.411251729987544,0.8077764410079611,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.2052680692547655e-07,2.9871704987916806e-10,0.0,0.0,0.0,-3.582625409334877e-17
230.53,20.41125172998455,0.8077764410348817,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.175154342538897e-07,2.912535926508033e-10,0.0,0.0,0.0,7.39934318508089e-17
230.56,20.41125173014341,0.807776439606531,0.0,0.0,0.0,0.7459896217745009,0.6659575693726568,-1.7405026771833194e-07,4.313710915663882e-10,0.0,0.0,0.0,2.9719079029736017e-17
230.59,20.411251729980197,0.8077764410740065,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.1313885983310013e-07,2.804065387009748e-10,0.0,0.0,0.0,-8.03705704143927e-17
230.63,20.411251729977383,0.8077764410992769,0.0,0.0,0.0,0.7459896216400032,0.6659575695233181,-1.103120756631155e-07,2.7340054407899876e-10,0.0,0.0,0.0,3.0171683061614624e-17
230.66,20.411251730127763,0.8077764397585435,0.0,0.0,0.0,0.7465221230936115,0.6653605937623649,-1.633817805782669e-07,4.0493027571409613e-10,0.0,0.0,0.0,0.07999646076066322
230.69,20.411251729976954,0.807776441136124,0.0,0.0,0.0,0.7475857260593961,0.6641653274541254,-1.0620551472625545e-07,1.2102949878027984e-10,0.0,0.0,0.0,0.1199989312761656
230.73,20.411221821775275,0.8080279092641679,0.0,0.0,0.0,0.7495064377269676,0.6619970542274576,0.0010134864838399625,-4.092607848200618e-06,0.0,0.0,0.0,0.11999994520900967
230.76,20.411144828886528,0.8086667682712702,0.0,0.0,0.0,0.7502319118826994,0.6611747714430954,0.0035684231138837165,-2.3972944057868104e-05,0.0,0.0,0.0,0.04643172873415219
230.79,20.41085576748485,0.8110335388586339,0.0,0.0,0.0,0.7503641324839324,0.6610247110975773,0.01405456718002179,-9.607237691968787e-05,0.0,0.0,0.0,6.445251468424606e-09
230.83,20.410357459624525,0.8150975515831315,0.0,0.0,0.0,0.7503641323616604,0.6610247112363747,0.032374400055896,-0.00015173163834827406,0.0,0.0,0.0,6.408595302888296e-09
230.86,20.40997661640741,0.8182034526151288,0.0,0.0,0.0,0.7503641323856385,0.661024711209156,0.04480811222852822,-0.00020254106272130635,0.0,0.0,0.0,-1.850334307429105e-08
230.89,20.409222961496987,0.8243491615855264,0.0,0.0,0.0,0.750364132178267,0.6610247114445543,0.07491314365979894,-0.00033257695429278673,0.0,0.0,0.0,4.009755876746929e-09
230.93,20.408208962433008,0.8326189100618795,0.0,0.0,0.0,0.7503641320560074,0.6610247115833376,0.11235659902312564,-0.0004974917442747226,0.0,0.0,0.0,1.2088218879503744e-09
230.96,20.40746512769932,0.8386854260647714,0.0,0.0,0.0,0.7503641320799854,0.6610247115561189,0.1328708405306334,-0.0005881403685857144,0.0,0.0,0.0,-1.8504026145637786e-08
230.99,20.406312973258213,0.8480820908650901,0.0,0.0,0.0,0.7503641318726277,0.6610247117915016,0.17216665962189792,-0.0007619541087797933,0.0,0.0,0.0,8.401051315493805e-12
231.03,20.4048037929402,0.8603906057395619,0.0,0.0,0.0,0.750364131750376,0.661024711930276,0.21252076240740483,-0.0009405193766282186,0.0,0.0,0.0,1.0367496526751859e-11
231.06,20.403692001712034,0.8694581131239538,0.0,0.0,0.0,0.7503641317743635,0.6610247119030466,0.23407258488350763,-0.0010358876491037105,0.0,0.0,0.0,-1.85017404858212e-08
231.09,20.402174456313976,0.8818348591938723,0.0,0.0,0.0,0.7503641315669941,0.6610247121384426,0.2731454920505912,-0.001208811308922488,0.0,0.0,0.0,9.651121665522618e-12
231.13,20.400178108330255,0.8981166070518247,0.0,0.0,0.0,0.7503641314447353,0.6610247122772249,0.31356387544908815,-0.001387684969776593,0.0,0.0,0.0,1.3509084301120903e-11
231.16,20.398699564282406,0.9101752658062563,0.0,0.0,0.0,0.750364131468745,0.6610247122499702,0.33564791446678843,-0.0014854129358315648,0.0,0.0,0.0,-1.8499940705873167e-08
231.19,20.396818487628686,0.9255168891072867,0.0,0.0,0.0,0.7503641312613657,0.6610247124853775,0.3741753523790814,-0.0016559251268043512,0.0,0.0,0.0,7.032017814111216e-12
231.23,20.39436616939156,0.9455174241330758,0.0,0.0,0.0,0.7503641312002525,0.6610247125547504,0.41355716331305276,-0.0018302120099947417,0.0,0.0,0.0,2.3260884545235904e-12
231.26,20.39259933125315,0.9599273422821122,0.0,0.0,0.0,0.7503641313464966,0.6610247123887409,0.43357196700707523,-0.0019187829394775283,0.0,0.0,0.0,1.3451747317299884e-12
231.29,20.390644870324248,0.9758674705643011,0.0,0.0,0.0,0.7503641312002163,0.6610247125547913,0.4610906624768732,-0.00204057506790817,0.0,0.0,0.0,-3.5251149033366395e-12
231.33,20.38817325306205,0.9960254039338641,0.0,0.0,0.0,0.750364131200212,0.6610247125547963,0.48314217779307156,-0.0021381656338548944,0.0,0.0,0.0,1.2049127067624332e-12
231.36,20.386342412205696,1.0109573133811738,0.0,0.0,0.0,0.7503641313464819,0.6610247123887576,0.4937338650499852,-0.002185034355414199,0.0,0.0,0.0,-4.550217389321942e-13
231.39,20.38448765955801,1.0260842441334823,0.0,0.0,0.0,0.7503641312001961,0.6610247125548143,0.5011429743054079,-0.002217829873818381,0.0,0.0,0.0,-2.4076080322209282e-12
231.43,20.382044938872827,1.046006503767883,0.0,0.0,0.0,0.7503641312002184,0.661024712554789,0.5040479711807826,-0.002230686267882808,0.0,0.0,0.0,1.2538905403060845e-12
231.46,20.38021067983686,1.0609662911602462,0.0,0.0,0.0,0.7503641313465043,0.6610247123887323,0.5069867614044445,-0.002243686933452212,0.0,0.0,0.0,-2.4888458927841443e-12
231.49,20.378418489318417,1.0755571520486837,0.0,0.0,0.0,0.7506284709363775,0.6607245255170386,0.503730722178517,-0.0022292770208631888,0.0,0.0,0.0,0.03999891164404965
231.53,20.376134719269086,1.0938054800432302,0.0,0.0,0.0,0.7519483969565476,0.6592219719597325,0.4968655658318358,-0.0021932082103304587,0.0,0.0,0.0,0.11999883327257281
231.56,20.374397424127753,1.1071945466825341,0.0,0.0,0.0,0.7536598128564799,0.6572647004709257,0.4928791742108768,-0.0021430850733240043,0.0,0.0,0.0,0.199997698502992
231.59,20.37290272313532,1.118079890166038,0.0,0.0,0.0,0.7558901375947092,0.6546984801319241,0.47219710671676257,-0.0018253319170352632,0.0,0.0,0.0,0.23999876245658464
231.63,20.370846716907245,1.1321401400188293,0.0,0.0,0.0,0.7598046771533531,0.6501514074243698,0.4457436188290407,-0.0017123431830538495,0.0,0.0,0.0,0.3199987464865654
231.66,20.369164109707963,1.1427796013766731,0.0,0.0,0.0,0.7634335747067406,0.64588634991807,0.4312439311474472,-0.0015697181625307735,0.0,0.0,0.0,0.39999771173149157
